tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
autopista;1;0,97;70;luz;neblina;no;no;noche;si;no;0;0,53
rural;1;0,89;60;noche;lluvioso;si;si;tarde;si;no;1;0,7
urban;4;0,5;45;poca_luz;neblina;si;no;noche;si;no;1;0,29
rural;1;0,08;35;luz;neblina;no;no;noche;no;si;1;0,19
urban;4;0,72;35;noche;despejado;si;no;mañana;no;no;0;0,43
rural;4;0,13;35;poca_luz;lluvioso;no;no;mañana;si;no;4;0,2
urban;4;0,15;60;poca_luz;lluvioso;no;no;mañana;si;no;2;0,33
urban;4;0,88;45;luz;lluvioso;si;si;mañana;si;no;2;0,37
urban;2;0,67;45;noche;neblina;si;no;noche;si;no;2;0,56
urban;3;0,93;45;luz;despejado;si;no;mañana;si;no;0;0,17
autopista;2;0,96;70;poca_luz;neblina;no;no;mañana;no;no;4;0,64
urban;1;0,46;35;luz;neblina;si;si;noche;si;no;3;0,34
autopista;1;0,67;70;noche;lluvioso;si;no;tarde;no;si;2;0,72
autopista;2;0,65;25;luz;lluvioso;si;no;noche;no;no;2;0,33
urban;1;0,11;45;luz;despejado;no;si;mañana;no;si;0;0,01
autopista;4;0,62;60;luz;neblina;no;no;tarde;no;no;1;0,53
rural;3;0,11;45;poca_luz;neblina;no;si;noche;si;no;1;0,15
urban;1;0,86;45;noche;neblina;no;no;noche;no;si;2;0,59
autopista;4;0,93;45;poca_luz;despejado;no;si;noche;si;no;1;0,25
urban;3;0,39;70;luz;despejado;no;si;tarde;no;no;1;0,32
urban;1;0,69;35;luz;lluvioso;no;no;noche;no;si;1;0,26
urban;3;0,7;35;poca_luz;neblina;si;si;tarde;si;no;1;0,35
autopista;2;0,05;35;poca_luz;neblina;si;si;tarde;no;no;3;0,15
rural;2;0,16;60;noche;despejado;si;no;noche;si;no;0;0,46
rural;1;0,89;45;poca_luz;neblina;no;si;noche;si;si;0;0,3
autopista;1;0,2;70;luz;neblina;no;no;mañana;no;no;5;0,36
urban;2;0,76;60;poca_luz;despejado;no;no;mañana;si;no;1;0,45
autopista;3;0,59;25;poca_luz;despejado;si;no;mañana;si;si;2;0,15
autopista;4;0,71;45;noche;despejado;no;no;noche;si;no;1;0,45
autopista;2;0,15;70;noche;lluvioso;no;no;tarde;no;no;2;0,64
urban;1;0,8;60;luz;lluvioso;si;si;mañana;no;no;2;0,53
autopista;2;0,37;25;luz;lluvioso;no;si;noche;no;si;0;0,25
urban;2;0,99;45;noche;despejado;si;si;mañana;no;si;2;0,52
autopista;1;0,43;70;poca_luz;despejado;si;no;tarde;no;si;1;0,29
rural;4;0,32;70;luz;neblina;si;no;tarde;si;no;2;0,42
autopista;1;0,14;60;noche;despejado;no;si;tarde;si;si;2;0,42
autopista;1;0,07;25;luz;lluvioso;no;si;tarde;si;no;3;0,21
rural;2;0,88;35;poca_luz;lluvioso;no;si;mañana;no;no;3;0,43
urban;4;0,12;60;poca_luz;lluvioso;si;no;tarde;no;no;0;0,37
urban;3;0,88;25;luz;despejado;si;si;tarde;no;no;3;0,41
autopista;2;0,55;70;poca_luz;neblina;no;si;noche;no;si;1;0,45
rural;3;0,66;60;luz;despejado;no;no;mañana;si;no;1;0,42
urban;3;0,81;45;poca_luz;lluvioso;no;no;tarde;si;no;1;0,41
autopista;3;0,54;35;luz;lluvioso;no;no;tarde;si;si;5;0,34
rural;1;0,49;35;luz;despejado;no;no;tarde;si;no;0;0,11
urban;4;0,78;35;noche;neblina;si;si;tarde;no;si;1;0,52
urban;1;0,42;45;luz;despejado;si;no;noche;no;si;2;0,17
rural;4;0,08;35;noche;neblina;si;si;mañana;si;si;0;0,26
rural;1;0,63;45;poca_luz;lluvioso;si;no;mañana;no;no;0;0,32
rural;3;0,04;70;noche;neblina;si;no;tarde;si;no;2;0,47
rural;3;0,6;70;poca_luz;lluvioso;no;si;mañana;no;no;2;0,48
autopista;3;0,51;45;noche;lluvioso;si;no;noche;no;si;3;0,58
rural;2;0,31;35;poca_luz;neblina;si;no;noche;no;no;0;0,14
urban;3;0,35;70;poca_luz;neblina;si;si;tarde;no;no;1;0,38
urban;1;0,45;25;luz;despejado;si;no;tarde;si;si;2;0,06
autopista;2;0,49;45;luz;lluvioso;no;si;tarde;no;no;1;0,25
urban;3;0,42;25;luz;lluvioso;no;si;tarde;no;no;0;0,14
urban;4;0,39;25;luz;neblina;no;si;mañana;no;si;0;0,23
rural;1;0,32;60;luz;despejado;no;no;tarde;si;si;3;0,46
urban;3;0,65;35;poca_luz;lluvioso;si;si;tarde;si;no;1;0,31
autopista;1;0,41;35;noche;despejado;si;no;mañana;si;no;3;0,29
rural;1;0,32;70;poca_luz;lluvioso;si;si;tarde;no;no;1;0,43
rural;1;0,9;25;luz;neblina;si;no;tarde;si;no;0;0,48
autopista;3;0,18;45;luz;despejado;si;si;noche;si;no;3;0,13
rural;1;0,15;60;noche;neblina;no;si;tarde;si;no;3;0,59
rural;3;0,78;25;noche;lluvioso;si;no;noche;si;no;1;0,58
autopista;1;0,12;25;luz;lluvioso;no;no;mañana;no;no;3;0,26
rural;4;0,27;70;poca_luz;neblina;no;si;noche;no;no;2;0,34
autopista;3;0,35;25;luz;despejado;si;si;mañana;si;no;2;0,18
autopista;4;0,29;35;noche;lluvioso;si;si;noche;si;si;3;0,49
urban;2;0,73;45;poca_luz;despejado;si;no;tarde;si;no;1;0,15
urban;4;0,2;35;noche;neblina;si;si;noche;no;si;4;0,42
rural;4;0,69;25;noche;lluvioso;no;no;mañana;no;si;2;0,53
rural;1;0,29;25;luz;lluvioso;si;no;tarde;si;no;1;0,22
autopista;3;0,86;35;poca_luz;neblina;si;si;noche;si;no;1;0,42
rural;3;0,88;35;noche;lluvioso;no;no;noche;no;no;1;0,49
autopista;3;0,28;70;luz;despejado;no;no;tarde;no;si;2;0,33
autopista;1;0,6;45;luz;lluvioso;si;si;noche;si;si;3;0,45
rural;2;0,81;35;noche;lluvioso;no;si;noche;no;si;1;0,56
autopista;4;0,07;25;noche;neblina;si;si;tarde;si;si;0;0,39
urban;4;0,57;35;poca_luz;despejado;no;no;tarde;no;si;1;0,13
rural;1;0,98;60;luz;despejado;no;no;noche;si;no;2;0,45
urban;1;0,36;60;poca_luz;neblina;si;no;noche;si;si;0;0,48
rural;2;0,73;60;noche;neblina;no;si;mañana;si;si;3;0,81
autopista;4;0,8;60;noche;despejado;no;no;tarde;si;si;1;0,62
rural;2;0,74;25;luz;lluvioso;no;si;tarde;si;si;1;0,24
urban;2;0,95;60;noche;lluvioso;si;no;mañana;no;no;4;0,83
autopista;1;0,77;70;poca_luz;lluvioso;no;si;mañana;no;si;1;0,59
rural;2;0,93;70;luz;neblina;si;si;tarde;si;no;1;0,64
rural;4;0,23;70;noche;lluvioso;si;si;noche;no;si;0;0,61
rural;2;0,59;60;poca_luz;lluvioso;no;si;noche;si;no;2;0,47
urban;4;0,38;35;luz;despejado;si;no;mañana;no;no;3;0,27
urban;2;0,72;60;luz;lluvioso;si;no;noche;si;no;0;0,53
rural;1;0,15;25;poca_luz;despejado;si;si;noche;no;no;0;0,04
autopista;4;0,18;70;luz;lluvioso;si;no;mañana;no;no;0;0,37
autopista;4;0,13;35;poca_luz;neblina;si;no;tarde;no;no;2;0,1
urban;2;0,27;70;luz;lluvioso;no;no;tarde;no;si;1;0,4
autopista;4;0,19;35;poca_luz;lluvioso;no;no;tarde;si;no;1;0,18
urban;1;0,77;25;noche;neblina;si;no;mañana;no;si;3;0,66
rural;2;0,59;35;noche;despejado;no;no;noche;no;si;2;0,41
urban;2;0,37;70;noche;neblina;si;si;tarde;no;no;0;0,62
urban;3;0,21;35;luz;despejado;si;si;tarde;no;si;1;0,11
rural;3;0,8;60;poca_luz;neblina;si;no;noche;si;no;2;0,43
autopista;4;0,88;45;poca_luz;neblina;no;no;mañana;si;si;0;0,42
urban;1;0,85;70;noche;neblina;no;si;mañana;no;si;4;0,92
urban;3;0,92;45;poca_luz;lluvioso;no;no;noche;si;no;3;0,46
rural;3;0,81;35;noche;despejado;no;si;mañana;no;no;0;0,38
autopista;3;0,63;60;poca_luz;neblina;no;si;tarde;si;si;3;0,57
urban;1;0,43;35;poca_luz;lluvioso;si;si;mañana;si;si;2;0,21
rural;2;0,29;45;noche;neblina;no;si;noche;no;no;2;0,4
urban;1;0,01;70;noche;despejado;no;no;noche;si;si;2;0,35
rural;3;0,83;25;poca_luz;despejado;si;no;tarde;si;si;1;0,25
autopista;1;0,44;45;noche;lluvioso;si;no;tarde;no;si;3;0,55
autopista;4;0,87;60;poca_luz;despejado;si;si;noche;si;no;0;0,56
autopista;1;0,32;70;noche;neblina;no;no;noche;si;si;3;0,67
autopista;4;0,34;35;poca_luz;neblina;si;si;noche;no;si;0;0,09
urban;1;0,02;45;luz;lluvioso;si;si;mañana;no;si;0;0,14
urban;4;0,49;70;noche;lluvioso;si;no;mañana;si;no;3;0,67
autopista;2;0,49;35;luz;despejado;si;si;noche;si;no;0;0,23
autopista;2;0,65;60;luz;despejado;no;si;mañana;si;si;2;0,36
autopista;3;0,75;25;luz;lluvioso;no;no;noche;si;no;3;0,52
urban;4;0,35;35;noche;lluvioso;no;si;noche;no;si;1;0,34
autopista;2;0,93;25;luz;despejado;si;si;tarde;no;no;2;0,25
autopista;4;0,46;70;noche;despejado;si;si;noche;no;si;2;0,54
autopista;3;0,57;35;luz;despejado;si;no;noche;si;no;1;0,14
rural;2;0,59;35;noche;despejado;no;no;noche;no;no;0;0,45
autopista;3;0,88;45;poca_luz;lluvioso;si;no;noche;no;no;3;0,44
rural;4;0,69;70;poca_luz;lluvioso;si;no;tarde;no;no;3;0,66
rural;1;0,35;25;noche;neblina;no;no;mañana;si;si;1;0,47
autopista;3;0,71;60;noche;lluvioso;no;si;noche;no;si;0;0,69
rural;2;0,89;60;noche;neblina;no;si;noche;si;no;0;0,73
autopista;3;0,82;25;luz;despejado;si;no;tarde;si;no;1;0,22
urban;2;0,05;70;noche;despejado;si;si;mañana;si;no;2;0,44
urban;1;0,07;70;noche;lluvioso;si;si;noche;si;si;5;0,69
urban;1;0,68;25;poca_luz;despejado;no;si;tarde;si;no;2;0,19
urban;2;0,98;60;poca_luz;despejado;si;si;mañana;si;si;0;0,51
rural;3;0,6;25;noche;despejado;si;si;mañana;si;si;0;0,32
autopista;1;0,44;25;poca_luz;despejado;no;no;noche;no;no;1;0,17
autopista;3;0,58;35;poca_luz;neblina;si;si;tarde;no;no;2;0,32
autopista;1;0,45;45;poca_luz;lluvioso;si;si;tarde;si;si;6;0,26
urban;1;0,21;35;noche;neblina;si;si;tarde;no;si;0;0,3
urban;3;0,28;25;noche;despejado;no;no;tarde;no;si;1;0,24
autopista;2;0,3;70;poca_luz;neblina;si;si;mañana;no;si;7;0,43
urban;2;0,6;45;luz;despejado;no;no;mañana;no;no;4;0,24
autopista;2;0,83;35;poca_luz;despejado;si;si;mañana;no;no;2;0,28
autopista;2;0,05;35;noche;despejado;si;si;mañana;no;no;2;0,19
autopista;3;0,52;45;luz;despejado;no;no;tarde;si;no;0;0,21
autopista;4;0,53;70;luz;lluvioso;no;no;tarde;si;si;0;0,43
autopista;3;0,96;35;poca_luz;lluvioso;no;no;tarde;si;no;4;0,54
autopista;4;0,82;45;luz;neblina;no;no;mañana;si;no;0;0,38
autopista;1;0,39;70;luz;lluvioso;no;no;mañana;si;no;1;0,48
urban;1;0,61;60;poca_luz;despejado;no;no;mañana;no;si;1;0,36
autopista;4;0,66;35;noche;lluvioso;no;si;tarde;no;si;2;0,48
autopista;1;0,67;70;noche;neblina;no;si;noche;no;no;3;0,84
urban;3;0,91;25;luz;despejado;no;no;noche;no;no;2;0,31
urban;4;0,58;45;noche;lluvioso;no;no;noche;si;no;2;0,49
urban;1;0,22;60;luz;neblina;no;si;tarde;no;no;2;0,35
autopista;3;0,64;45;poca_luz;lluvioso;no;si;tarde;no;no;3;0,41
rural;4;0,24;60;poca_luz;neblina;no;no;mañana;no;no;1;0,39
rural;3;0,12;35;luz;despejado;no;si;noche;si;si;2;0,11
urban;4;0,61;35;luz;neblina;no;no;tarde;si;si;1;0,2
rural;3;0,28;70;poca_luz;despejado;no;no;noche;si;no;1;0,33
urban;1;0,63;35;noche;neblina;no;si;tarde;no;si;4;0,65
autopista;4;0,82;35;luz;despejado;si;no;tarde;no;si;1;0,27
rural;4;0,15;60;poca_luz;despejado;si;no;mañana;si;no;1;0,21
autopista;2;0,06;60;noche;lluvioso;no;si;noche;no;no;2;0,5
rural;3;0,08;35;luz;despejado;no;si;noche;si;si;3;0,17
autopista;1;0,97;45;noche;lluvioso;no;si;noche;no;no;0;0,57
rural;4;0,09;45;luz;neblina;no;no;noche;si;si;1;0,2
autopista;1;0,92;35;luz;neblina;no;si;tarde;si;no;3;0,4
autopista;2;0,98;70;luz;lluvioso;no;si;noche;no;si;2;0,64
rural;4;0,07;60;luz;despejado;no;no;tarde;si;si;3;0,39
autopista;4;0,54;35;poca_luz;despejado;si;si;mañana;no;si;1;0,22
autopista;3;0,7;35;poca_luz;neblina;si;si;tarde;si;si;0;0,28
autopista;4;0,04;25;poca_luz;lluvioso;si;si;noche;si;si;0;0,1
rural;3;0,52;45;poca_luz;neblina;si;si;tarde;no;no;1;0,19
rural;1;0,42;25;poca_luz;lluvioso;si;si;noche;no;si;1;0,3
autopista;3;0,51;25;poca_luz;lluvioso;no;no;noche;no;no;0;0,23
autopista;2;0,55;25;poca_luz;lluvioso;no;si;noche;no;si;1;0,28
rural;3;0,72;70;noche;lluvioso;si;si;tarde;no;no;2;0,83
rural;1;0,12;45;luz;lluvioso;no;si;tarde;no;si;1;0,09
autopista;3;0,99;25;luz;lluvioso;no;no;tarde;no;si;1;0,41
autopista;4;0,28;35;luz;lluvioso;no;si;tarde;no;no;3;0,34
autopista;3;0,98;70;noche;neblina;no;si;tarde;si;no;2;0,83
urban;4;0,69;25;poca_luz;neblina;no;no;noche;si;si;1;0,29
rural;4;0,68;35;poca_luz;neblina;no;si;tarde;si;si;0;0,33
urban;4;0,92;45;poca_luz;despejado;si;si;tarde;no;no;2;0,27
rural;3;0,89;60;poca_luz;despejado;no;no;noche;no;si;0;0,5
rural;4;0,23;70;luz;neblina;no;no;mañana;no;si;1;0,34
rural;3;0,7;35;luz;despejado;no;no;mañana;no;no;3;0,27
rural;1;0,5;45;poca_luz;neblina;no;no;tarde;si;si;1;0,31
rural;4;0,49;60;poca_luz;lluvioso;no;si;noche;si;si;2;0,43
rural;1;0,01;70;noche;despejado;si;no;mañana;no;si;1;0,52
rural;3;0,53;45;luz;despejado;no;no;mañana;no;no;1;0,09
urban;4;0,1;35;noche;despejado;si;no;noche;si;si;2;0,28
autopista;1;0,27;25;noche;lluvioso;si;si;noche;si;si;0;0,37
autopista;1;0,01;25;luz;neblina;no;si;mañana;si;si;2;0,12
urban;4;0,4;70;luz;neblina;si;no;mañana;si;si;3;0,51
urban;1;0,93;60;noche;despejado;si;si;tarde;si;no;1;0,73
urban;3;0,8;70;luz;lluvioso;si;si;noche;no;no;3;0,67
urban;4;0,06;45;poca_luz;lluvioso;si;no;tarde;no;si;0;0,03
rural;4;0,71;35;luz;despejado;no;no;tarde;si;si;0;0,18
autopista;4;0,73;70;noche;despejado;si;no;tarde;no;no;0;0,65
rural;4;0,78;25;noche;neblina;si;si;tarde;si;si;1;0,58
autopista;3;0,66;60;luz;neblina;no;no;tarde;no;si;2;0,5
autopista;3;0,07;60;poca_luz;lluvioso;no;si;tarde;si;si;2;0,34
urban;3;0,65;60;noche;neblina;no;si;tarde;no;si;3;0,81
rural;4;0,22;70;luz;neblina;si;si;noche;no;si;0;0,45
urban;2;0,59;70;luz;lluvioso;si;si;tarde;si;no;1;0,52
rural;3;0,68;70;noche;neblina;no;no;tarde;si;no;0;0,76
autopista;4;0,11;70;poca_luz;lluvioso;si;no;mañana;no;no;0;0,35
urban;4;0,47;70;poca_luz;despejado;no;no;mañana;si;no;0;0,28
urban;4;0,23;25;luz;despejado;si;no;mañana;si;no;1;0
autopista;3;0,81;60;luz;lluvioso;no;no;noche;no;no;3;0,57
autopista;3;0,93;45;noche;neblina;no;no;noche;si;si;2;0,56
autopista;2;0,52;35;luz;lluvioso;si;no;mañana;si;no;1;0,29
urban;3;0,55;45;noche;despejado;si;no;mañana;si;si;1;0,35
rural;2;0,08;35;poca_luz;despejado;no;si;mañana;si;no;4;0,12
urban;2;0,39;25;luz;lluvioso;si;si;tarde;si;si;2;0,19
rural;3;0,14;25;noche;lluvioso;no;no;noche;no;no;2;0,36
urban;4;0,7;35;noche;lluvioso;si;no;noche;si;si;1;0,51
urban;3;0,96;25;noche;despejado;si;no;tarde;si;no;2;0,58
autopista;2;0,81;35;noche;neblina;si;no;noche;si;no;1;0,54
rural;4;0,39;70;luz;despejado;no;si;tarde;no;si;0;0,23
urban;1;0,66;25;noche;lluvioso;si;si;noche;si;no;0;0,48
urban;2;1;70;luz;lluvioso;no;no;tarde;si;si;0;0,61
autopista;4;0,04;25;luz;despejado;si;si;noche;no;si;3;0,14
autopista;2;0,28;35;noche;lluvioso;si;no;mañana;no;no;1;0,4
rural;3;0,08;45;poca_luz;lluvioso;no;no;mañana;si;si;1;0,13
urban;4;0,64;60;poca_luz;despejado;si;si;mañana;si;no;1;0,42
rural;3;0,84;45;poca_luz;neblina;no;no;tarde;si;si;1;0,43
urban;4;0,36;60;luz;neblina;no;no;tarde;no;si;1;0,39
rural;1;0,39;35;poca_luz;neblina;si;si;noche;no;no;3;0,19
autopista;2;0,29;45;noche;despejado;si;no;tarde;si;si;2;0,31
urban;4;0,56;25;poca_luz;despejado;no;no;tarde;no;no;4;0,21
rural;2;0,13;25;poca_luz;neblina;no;no;tarde;no;si;2;0,18
autopista;1;0,19;60;noche;neblina;no;si;noche;no;no;2;0,53
autopista;4;0,08;25;poca_luz;neblina;no;si;tarde;no;si;5;0,2
rural;4;0,14;45;luz;lluvioso;si;si;mañana;no;si;1;0,15
urban;1;0,84;45;luz;neblina;si;si;mañana;no;si;3;0,45
urban;2;0,18;45;luz;despejado;no;no;noche;si;no;1;0
autopista;2;0,48;45;luz;lluvioso;no;no;tarde;no;si;0;0,3
urban;1;0,7;35;poca_luz;lluvioso;no;si;tarde;si;no;1;0,24
urban;3;0,19;70;poca_luz;neblina;si;no;noche;si;no;0;0,43
urban;2;0,45;60;luz;neblina;no;no;tarde;si;si;1;0,43
autopista;2;0,21;35;noche;lluvioso;si;si;mañana;si;no;2;0,42
rural;2;0,91;45;noche;neblina;no;si;tarde;si;si;1;0,59
urban;4;0,04;60;poca_luz;lluvioso;no;si;mañana;si;si;1;0,27
autopista;4;0,59;45;poca_luz;neblina;no;si;mañana;si;no;2;0,24
autopista;2;0,88;70;poca_luz;lluvioso;si;no;mañana;no;no;1;0,52
rural;1;0,79;70;poca_luz;lluvioso;no;no;tarde;no;no;3;0,63
urban;4;0,23;35;poca_luz;lluvioso;no;no;tarde;si;si;0;0,15
urban;4;0,54;60;poca_luz;neblina;si;si;tarde;si;no;3;0,65
rural;1;0,06;70;luz;lluvioso;no;si;mañana;no;no;1;0,25
rural;1;0,28;35;poca_luz;lluvioso;no;si;mañana;no;si;1;0,29
autopista;4;0,38;45;poca_luz;despejado;no;no;tarde;si;si;2;0,06
autopista;1;0,07;70;noche;neblina;si;si;mañana;si;si;1;0,53
rural;1;0,17;70;noche;neblina;si;no;noche;no;si;2;0,53
urban;3;0,84;60;poca_luz;lluvioso;si;si;noche;no;si;3;0,71
autopista;3;0,47;25;noche;lluvioso;si;si;noche;no;no;3;0,46
autopista;3;0,94;25;noche;neblina;si;si;noche;no;no;3;0,64
urban;3;0,16;35;luz;neblina;no;si;tarde;no;no;0;0,09
autopista;1;0,67;35;poca_luz;despejado;no;si;mañana;si;no;0;0,23
urban;1;0,76;60;poca_luz;despejado;no;no;tarde;si;si;4;0,54
urban;4;0,78;45;poca_luz;despejado;no;si;mañana;no;si;2;0,16
urban;3;0,76;35;poca_luz;neblina;si;si;tarde;si;no;4;0,36
rural;1;0,17;25;luz;lluvioso;no;si;noche;si;si;1;0,21
rural;4;0,45;60;luz;neblina;si;no;tarde;si;si;0;0,4
rural;4;0,89;70;poca_luz;neblina;no;no;noche;no;si;2;0,63
urban;1;0,57;35;luz;lluvioso;no;si;mañana;si;si;1;0,33
urban;2;0,37;35;noche;neblina;si;no;mañana;si;no;1;0,43
rural;2;0,01;35;noche;neblina;no;no;noche;no;si;0;0,3
autopista;3;0,61;35;noche;despejado;si;si;tarde;no;no;1;0,39
urban;1;0,89;35;luz;neblina;no;si;noche;no;si;1;0,39
autopista;2;0,2;25;noche;lluvioso;si;no;noche;no;si;2;0,44
autopista;1;1;60;poca_luz;despejado;si;si;noche;no;no;1;0,47
urban;2;0,21;70;luz;neblina;si;si;tarde;si;no;0;0,36
urban;3;0,57;25;poca_luz;neblina;no;no;noche;no;no;3;0,33
autopista;1;0,48;25;luz;neblina;no;si;tarde;no;no;2;0,22
autopista;1;0,77;60;noche;despejado;no;no;noche;si;si;1;0,68
rural;2;0,49;60;noche;despejado;si;no;mañana;no;si;2;0,6
rural;3;0,34;25;poca_luz;despejado;no;no;tarde;si;no;3;0,16
urban;4;0,96;35;luz;neblina;si;no;noche;no;si;1;0,42
rural;2;0,57;70;luz;neblina;si;si;noche;no;no;1;0,45
rural;4;0,04;25;luz;despejado;si;si;noche;si;no;2;0,01
rural;3;0,44;60;poca_luz;despejado;no;si;noche;no;no;2;0,39
rural;4;0,5;70;luz;despejado;no;no;noche;si;si;1;0,4
autopista;3;0,03;45;noche;neblina;no;si;noche;no;si;2;0,32
urban;3;0,68;35;luz;lluvioso;no;si;mañana;si;si;1;0,31
rural;4;0,48;60;luz;neblina;no;si;tarde;si;no;1;0,47
autopista;4;0,11;70;poca_luz;neblina;no;no;noche;no;no;1;0,36
autopista;1;0,34;60;poca_luz;lluvioso;no;si;noche;no;si;2;0,35
autopista;4;0,5;60;luz;lluvioso;no;no;noche;si;si;1;0,42
rural;2;0,87;25;noche;despejado;si;si;noche;no;si;0;0,48
rural;1;0,46;60;noche;despejado;no;si;tarde;no;no;2;0,52
urban;4;0,9;70;poca_luz;lluvioso;no;si;noche;si;no;3;0,65
rural;1;0,76;70;luz;neblina;no;no;tarde;no;si;2;0,59
rural;1;0,65;70;luz;lluvioso;no;no;tarde;no;si;5;0,64
autopista;3;0,62;25;poca_luz;despejado;no;si;mañana;no;si;2;0,18
urban;3;0,73;60;noche;neblina;no;no;noche;no;si;3;0,72
rural;3;0,44;35;luz;despejado;si;si;tarde;no;no;2;0,08
rural;3;0,42;60;luz;despejado;no;si;tarde;si;si;1;0,28
autopista;3;0,22;25;poca_luz;lluvioso;no;si;noche;no;si;2;0,25
autopista;3;0,56;25;poca_luz;neblina;si;si;tarde;no;si;2;0,31
rural;1;0,69;25;noche;neblina;no;si;mañana;no;si;0;0,41
urban;3;0,27;45;poca_luz;lluvioso;si;si;mañana;no;no;1;0,17
urban;2;0,23;60;noche;neblina;no;si;tarde;no;no;3;0,73
autopista;4;0,19;70;luz;lluvioso;no;si;mañana;no;si;2;0,39
autopista;4;0,06;25;luz;lluvioso;no;si;mañana;si;si;0;0,1
rural;3;0,92;35;poca_luz;despejado;si;no;noche;si;no;1;0,29
autopista;1;0,91;25;luz;lluvioso;si;si;mañana;si;no;2;0,44
rural;2;0,15;70;luz;despejado;no;no;mañana;no;no;0;0,3
urban;1;0,82;70;noche;despejado;no;si;noche;no;si;1;0,68
urban;1;0,4;25;luz;lluvioso;no;no;mañana;si;no;2;0,14
rural;2;0,58;45;noche;despejado;no;no;noche;no;si;0;0,42
autopista;3;0,54;45;luz;neblina;si;si;mañana;si;no;2;0,3
urban;4;0,7;25;noche;despejado;no;si;tarde;si;si;2;0,24
autopista;4;0,61;45;noche;despejado;si;no;tarde;no;no;1;0,41
urban;4;0,26;25;noche;despejado;si;no;tarde;no;si;3;0,32
rural;1;0,38;25;luz;despejado;no;si;noche;si;si;2;0,12
rural;1;0,36;60;poca_luz;despejado;no;si;tarde;si;si;2;0,31
rural;4;0,93;25;poca_luz;neblina;si;no;mañana;si;si;0;0,39
urban;2;0,04;60;poca_luz;despejado;no;si;tarde;no;no;1;0,25
autopista;3;0,78;25;luz;neblina;si;si;noche;no;no;3;0,43
autopista;2;0,45;35;noche;lluvioso;si;si;noche;si;no;2;0,46
autopista;2;0,73;25;luz;despejado;no;no;mañana;si;si;0;0,19
urban;1;0,31;25;poca_luz;despejado;no;no;noche;no;si;3;0,12
urban;3;0,1;70;noche;neblina;no;no;tarde;si;si;1;0,56
urban;4;0,8;25;luz;despejado;si;no;tarde;no;no;3;0,26
urban;1;0,1;25;luz;neblina;no;si;mañana;no;no;1;0,05
urban;3;0,81;25;poca_luz;neblina;si;no;noche;si;si;3;0,44
autopista;4;0,54;25;poca_luz;lluvioso;no;si;tarde;si;no;1;0,27
urban;2;0,68;60;noche;neblina;si;si;tarde;si;si;1;0,69
urban;3;0,27;70;luz;neblina;si;si;mañana;si;si;1;0,33
autopista;1;0,68;60;noche;lluvioso;si;no;mañana;si;no;0;0,72
urban;3;0,89;60;noche;despejado;no;si;noche;no;no;4;0,82
autopista;3;0,18;35;luz;despejado;no;no;tarde;si;si;3;0,16
autopista;1;0,82;35;poca_luz;neblina;si;no;noche;no;si;2;0,35
rural;1;0,58;60;noche;lluvioso;si;no;mañana;no;si;2;0,74
rural;1;0,21;25;luz;lluvioso;no;no;tarde;no;si;0;0,16
rural;2;0,84;70;noche;lluvioso;no;si;tarde;si;no;2;0,82
rural;4;0,22;70;noche;lluvioso;no;no;tarde;no;no;4;0,72
urban;1;0,88;25;poca_luz;lluvioso;si;no;mañana;si;no;0;0,35
rural;2;0,36;35;luz;neblina;no;si;mañana;si;no;1;0,23
autopista;3;0,7;35;noche;lluvioso;no;no;mañana;no;si;0;0,48
urban;3;0,73;45;luz;despejado;no;si;mañana;no;no;2;0,25
rural;1;0,5;25;noche;despejado;si;no;noche;no;si;2;0,33
autopista;2;0,84;45;poca_luz;neblina;si;no;mañana;si;no;1;0,49
urban;2;0,37;70;noche;neblina;si;no;mañana;si;si;1;0,54
urban;2;0,85;45;noche;neblina;no;no;tarde;no;si;3;0,66
rural;1;0,57;45;noche;lluvioso;no;no;mañana;si;no;1;0,49
urban;1;0,04;25;noche;neblina;si;si;mañana;no;si;2;0,33
autopista;2;0,45;70;noche;neblina;no;no;noche;si;si;1;0,71
urban;3;0,82;60;noche;lluvioso;si;si;mañana;no;no;1;0,76
autopista;3;0,26;25;poca_luz;despejado;si;si;noche;si;si;3;0,14
urban;1;0,71;35;noche;despejado;no;no;mañana;no;si;2;0,48
rural;1;0,45;70;poca_luz;despejado;si;si;tarde;si;si;1;0,34
autopista;2;0,31;25;luz;despejado;no;si;mañana;no;si;4;0,15
urban;2;0,89;25;noche;neblina;si;no;tarde;si;no;0;0,57
urban;2;0,48;35;poca_luz;lluvioso;no;no;mañana;no;no;1;0,22
urban;3;0,75;45;noche;lluvioso;no;si;tarde;no;no;3;0,62
autopista;2;0,46;70;noche;neblina;si;si;tarde;si;si;0;0,61
autopista;4;0,3;45;luz;lluvioso;no;no;mañana;si;no;2;0,2
autopista;2;0,92;25;poca_luz;despejado;si;no;tarde;no;no;0;0,29
rural;4;0,14;35;noche;neblina;si;no;tarde;si;si;0;0,34
rural;1;0,58;25;noche;neblina;si;si;noche;si;no;0;0,44
autopista;1;0,2;25;luz;despejado;no;no;mañana;si;no;3;0,17
urban;2;0,12;35;noche;neblina;si;no;tarde;no;no;1;0,29
